"time","jiangan","jianghan","qiaokou","hanyang","wuchang","qingshan","hongshan","dongxihu","caidian","jiangxia","huangpi","xinzhou","hannan","total"
"1525489200","152","245","84","180","258","66","222","119","30","106","27","3","5","1497"
"1525485600","145","216","84","189","262","60","210","136","43","80","31","2","1","1459"
"1525492800","152","241","94","189","264","66","205","120","35","76","20","1","3","1466"
"1525496400","131","225","76","194","257","80","232","146","41","88","25","0","1","1496"
"1525500000","143","220","88","181","287","84","222","145","43","66","25","1","0","1505"
"1525503600","156","231","77","221","286","90","251","110","49","104","31","0","1","1607"
"1525510800","140","205","88","186","258","69","226","125","40","80","24","1","0","1442"
"1525507200","137","211","79","205","273","74","233","111","54","101","19","3","1","1501"
"1525518000","119","206","82","164","231","48","187","110","36","76","17","0","1","1277"
"1525514400","122","186","59","171","244","56","210","95","48","105","19","1","1","1317"
"1525521600","110","163","58","158","221","41","173","75","40","79","27","0","0","1145"
"1525525200","104","147","82","160","212","50","201","90","25","85","17","3","2","1178"
"1525528800","112","175","66","159","222","38","207","104","40","94","21","2","1","1241"
"1525626000","32","43","15","40","37","6","35","25","9","16","6","0","0","264"
"1525622400","54","103","53","80","108","21","74","71","27","37","17","0","1","646"
"1525532400","95","159","55","143","167","22","138","125","31","70","29","1","2","1037"
"1525629600","18","26","5","13","23","6","17","18","5","6","4","0","0","141"
"1525633200","12","15","3","13","16","5","14","6","4","5","4","1","0","98"
"1525636800","14","23","5","12","16","1","14","26","4","7","5","0","0","127"
"1525640400","24","41","6","28","43","7","22","24","6","8","7","0","0","216"
"1525644000","44","82","33","79","68","31","84","70","29","43","18","1","0","582"
"1525647600","77","138","64","125","111","45","124","92","35","59","23","1","1","895"
"1525651200","105","177","78","162","206","60","170","101","60","75","22","0","2","1218"
"1525654800","188","241","96","198","260","81","207","162","66","89","37","2","0","1627"
"1525658400","180","254","98","207","311","85","232","151","89","78","40","1","3","1729"
"1525665600","148","254","105","215","264","84","204","147","55","76","28","2","2","1584"
"1525669200","147","231","91","185","279","111","245","152","71","88","30","0","0","1630"
"1525662000","179","245","91","198","308","105","230","155","75","54","36","1","1","1678"
"1525672800","131","193","85","216","266","86","208","124","68","93","31","1","2","1504"
"1525676400","160","245","83","188","267","81","236","137","59","91","27","2","0","1576"
"1525680000","158","260","84","224","285","77","215","161","55","103","34","0","0","1656"
"1525683600","159","216","87","193","273","77","238","124","59","98","22","1","0","1547"
"1525690800","144","214","73","218","263","59","208","122","51","76","21","0","4","1453"
"1525687200","142","226","94","205","240","58","193","135","65","99","18","1","2","1478"
"1525694400","151","212","91","227","281","67","190","129","48","80","35","1","2","1514"
"1525698000","163","214","83","193","261","45","225","113","43","109","27","1","2","1479"
"1525705200","110","174","78","149","211","35","160","84","34","69","16","0","1","1121"
"1525701600","139","199","77","175","256","47","185","107","47","72","24","1","3","1332"
"1525712400","54","75","26","68","64","19","50","50","18","23","10","1","0","458"
"1525708800","66","97","32","89","136","19","93","68","21","39","16","0","1","677"
"1525716000","31","28","7","24","38","2","29","22","10","15","12","1","0","219"
"1525719600","14","15","11","15","21","2","9","11","6","8","2","1","0","115"
"1525734000","74","134","60","130","132","48","116","68","41","46","16","1","0","866"
"1525726800","6","18","8","26","16","5","28","17","8","11","4","0","0","147"
"1525723200","11","13","10","14","8","2","9","15","3","11","2","0","0","98"
"1525730400","32","76","37","83","63","15","77","49","22","38","12","0","0","504"
"1525737600","98","188","76","172","210","63","177","110","61","67","24","0","0","1246"
"1525741200","150","237","64","184","287","65","236","145","57","96","32","0","2","1555"
"1525744800","164","246","87","211","284","67","228","132","53","80","34","2","0","1588"
"1525755600","168","256","94","238","303","96","244","169","70","96","32","2","0","1768"
"1525752000","130","229","82","223","270","94","247","128","53","96","27","0","1","1580"
"1525748400","169","264","91","193","301","54","246","144","43","109","29","1","2","1646"
"1525762800","142","259","95","221","309","74","238","169","67","104","27","1","2","1708"
"1525770000","168","249","102","204","252","80","220","166","67","94","32","1","1","1636"
"1525773600","138","191","91","215","270","60","226","110","71","97","25","1","0","1495"
"1525766400","148","247","96","244","295","69","232","153","71","102","25","1","1","1684"
"1525759200","158","268","86","208","287","97","226","152","82","95","22","0","0","1681"
"1525777200","152","200","62","191","215","72","199","127","58","86","34","0","2","1398"
"1525780800","125","182","76","156","216","67","215","112","54","116","24","1","3","1347"
"1525791600","125","169","82","155","198","34","139","96","32","61","21","1","1","1114"
"1525788000","123","206","91","195","264","56","201","114","36","75","18","2","0","1381"
"1525784400","148","189","84","199","231","62","226","110","37","109","28","1","4","1428"
"1525795200","56","101","45","81","107","28","77","68","19","37","15","1","1","636"
"1525798800","30","46","19","46","51","13","48","41","9","22","9","1","1","336"
"1525802400","24","28","7","22","41","5","42","24","4","19","5","1","0","222"
"1525809600","11","24","8","21","12","1","5","10","5","2","1","0","0","100"
"1525813200","17","36","12","34","41","3","17","34","2","8","6","0","0","210"
"1525806000","12","21","13","16","20","3","4","16","2","2","5","0","0","114"
"1525816800","58","83","30","73","69","22","75","58","20","43","16","1","0","548"
"1525820400","70","131","43","127","141","40","154","87","26","70","19","0","0","908"
"1525824000","128","217","79","171","214","57","198","135","63","95","32","1","0","1390"
"1525827600","157","222","77","179","259","58","183","157","47","81","36","0","0","1456"
"1525834800","161","229","88","195","304","94","241","146","47","85","32","1","1","1624"
"1525831200","174","217","89","199","274","87","232","142","56","84","36","2","1","1593"
"1525838400","139","222","93","203","276","88","253","144","49","87","23","1","2","1580"
"1525842000","138","264","97","240","253","71","232","161","77","100","30","2","2","1667"
"1525856400","142","209","91","186","237","97","253","129","61","128","20","2","0","1555"
"1525852800","176","255","92","206","300","98","301","160","68","139","27","1","1","1824"
"1525849200","172","256","93","202","323","89","243","162","69","88","40","2","0","1739"
"1525845600","155","238","82","230","294","81","248","153","63","99","32","2","1","1678"
"1525860000","122","227","75","230","290","73","229","116","65","96","18","0","2","1543"
"1525863600","119","232","100","193","237","65","248","144","50","91","36","2","5","1522"
"1525867200","135","185","82","174","256","47","210","124","43","108","43","1","1","1409"
"1525870800","136","207","90","199","261","58","238","111","32","126","19","3","3","1483"
"1525874400","123","201","86","211","253","45","185","115","44","88","18","1","0","1370"
"1525878000","116","183","82","147","204","41","168","95","30","75","20","2","0","1163"
"1525881600","79","100","57","96","112","20","87","62","37","44","16","2","2","714"
"1525885200","41","49","25","44","60","10","36","23","12","19","10","0","0","329"
"1525888800","22","34","9","26","34","4","27","18","3","14","3","1","0","195"
"1525896000","6","21","8","20","23","1","11","15","4","7","2","0","0","118"
"1525899600","18","32","7","20","24","5","24","16","5","11","7","0","0","169"
"1525892400","18","28","10","17","29","1","10","18","1","2","5","0","0","139"
"1525903200","43","85","30","72","70","23","78","56","10","40","11","0","0","518"
"1525906800","87","124","56","142","175","58","145","71","32","50","17","2","3","962"
"1525910400","121","202","77","194","232","68","191","110","54","74","27","2","1","1353"
"1525917600","175","237","75","198","280","92","239","157","66","98","27","0","0","1644"
"1525914000","142","228","75","192","254","79","215","133","43","84","27","0","1","1473"
"1525921200","157","248","112","235","303","88","237","181","45","110","24","1","0","1741"
"1525924800","148","234","84","217","303","105","267","119","54","92","31","0","3","1657"
"1525928400","166","242","93","201","283","76","219","117","54","89","26","0","0","1566"
"1525932000","149","228","57","165","306","89","231","139","56","93","40","0","1","1554"
"1525939200","147","243","78","231","307","78","262","144","74","112","26","3","1","1706"
"1525935600","153","244","80","228","304","67","232","162","53","103","36","1","0","1663"
"1525942800","142","209","67","215","257","91","268","132","53","134","28","4","2","1602"
"1525946400","140","238","108","211","261","61","218","154","53","108","18","1","0","1571"
"1525950000","146","232","78","214","260","56","229","118","59","83","21","1","1","1498"
"1525964400","107","182","66","162","194","41","151","91","41","79","11","0","2","1127"
"1525957200","127","214","86","174","244","50","226","121","44","90","26","2","0","1404"
"1525960800","96","182","82","172","224","51","210","124","34","101","17","0","0","1293"
"1525953600","140","212","84","194","278","42","235","140","46","106","43","0","4","1524"
"1525968000","68","94","56","109","118","23","101","69","41","49","21","1","0","750"
"1525971600","29","54","18","75","68","7","55","34","21","28","15","2","0","406"
"1525975200","17","23","9","32","23","8","20","13","5","11","7","0","0","168"
"1525982400","8","14","4","11","13","2","10","10","2","2","3","1","0","80"
"1525978800","12","18","2","20","19","3","19","12","4","9","2","0","0","120"
"1525986000","14","33","6","19","24","3","18","14","4","9","13","1","0","158"
"1525989600","43","74","31","66","66","26","77","51","18","36","16","1","0","505"
"1526000400","177","240","84","186","238","69","231","152","46","104","34","2","3","1566"
"1525993200","65","117","53","97","125","31","119","79","29","61","14","2","0","792"
"1526004000","175","257","99","192","294","72","231","148","53","103","33","1","0","1658"
"1525996800","132","190","74","178","197","71","204","112","56","88","25","3","1","1331"
"1526007600","163","245","92","218","269","69","256","171","56","105","35","2","2","1683"
"1526011200","116","265","89","194","281","85","255","152","52","107","28","0","0","1624"
"1526014800","165","275","77","195","286","84","289","178","49","129","41","0","0","1768"
"1526018400","148","217","82","225","268","95","245","114","56","100","26","2","1","1579"
"1526022000","134","230","80","201","274","80","261","168","68","124","22","1","0","1643"
"1526029200","142","197","83","168","226","99","254","155","42","111","40","3","1","1521"
"1526025600","177","232","77","234","323","108","293","139","67","135","32","0","0","1817"
"1526032800","123","180","76","218","213","65","237","102","54","126","28","0","0","1422"
"1526036400","149","212","75","208","255","75","223","154","60","98","29","0","2","1540"
"1526040000","106","203","91","200","229","47","244","143","42","128","31","0","3","1467"
"1526050800","134","192","56","131","229","39","186","96","32","98","26","2","2","1223"
"1526047200","128","183","96","200","294","58","251","102","39","103","22","2","1","1479"
"1526043600","149","244","96","215","266","69","259","158","48","104","36","0","2","1646"
"1526054400","75","108","41","92","131","20","116","86","28","47","19","3","0","766"
"1526058000","60","73","23","71","74","16","66","53","23","43","16","2","0","520"
"1526068800","6","7","7","15","13","1","12","7","2","5","3","0","0","78"
"1526065200","14","15","10","23","24","8","28","8","1","16","4","1","0","152"
"1526061600","31","30","16","35","44","5","45","16","4","18","6","0","0","250"
"1526072400","17","33","3","30","34","3","26","30","10","10","10","0","1","207"
"1526076000","45","81","21","51","71","21","89","62","17","44","15","0","0","517"
"1526079600","71","108","43","116","143","27","127","65","25","59","10","2","1","797"
"1526083200","102","165","80","163","237","50","226","93","27","81","24","1","1","1250"
"1526086800","120","189","77","168","248","92","234","118","29","96","31","0","0","1402"
"1526090400","156","229","83","191","254","66","213","135","38","95","31","1","1","1493"
"1526094000","147","232","76","217","281","83","270","119","52","106","27","0","0","1610"
"1526097600","146","256","109","239","322","84","273","142","37","115","34","3","4","1764"
"1526101200","150","235","119","222","287","100","260","135","40","99","24","1","0","1672"
"1526108400","146","213","96","220","332","85","245","117","46","84","23","0","3","1610"
"1526104800","160","257","84","211","290","89","251","127","43","98","21","0","1","1632"
"1526112000","135","252","88","230","299","62","240","143","62","106","24","1","1","1643"
"1526115600","131","251","101","248","268","60","249","120","42","108","21","2","2","1603"
"1526119200","124","227","98","241","274","39","257","130","53","123","31","2","0","1599"
"1526122800","146","215","80","175","245","70","197","135","35","85","28","1","2","1414"
"1526133600","126","193","74","190","256","33","218","98","40","99","27","1","0","1355"
"1526126400","155","223","93","198","260","66","206","123","34","86","33","1","2","1480"
"1526137200","109","175","70","180","211","36","190","109","28","102","19","2","3","1234"
"1526130000","149","198","69","192","235","49","223","162","47","111","30","0","2","1467"
"1526140800","98","158","59","136","161","34","126","87","27","70","16","0","1","973"
"1526144400","70","77","30","70","77","16","75","61","12","35","20","0","0","543"
"1526148000","35","51","16","43","48","6","31","33","19","17","9","1","0","309"
"1526151600","24","26","9","8","30","10","25","19","2","15","5","2","0","175"
"1526162400","28","58","23","50","49","9","60","53","9","41","18","0","1","399"
"1526155200","13","20","7","17","15","1","12","14","1","10","6","0","1","117"
"1526166000","61","91","38","80","112","57","112","85","15","27","19","1","0","698"
"1526158800","28","39","10","29","33","9","25","33","12","7","10","0","0","235"
"1526169600","83","141","64","136","172","34","150","89","33","70","19","0","1","992"
"1526173200","136","206","54","148","197","57","179","132","35","80","26","2","3","1255"
"1526176800","160","212","71","189","258","82","220","101","38","91","39","0","3","1464"
"1526180400","182","222","102","181","268","65","196","126","34","80","30","2","2","1490"
"1526191200","133","238","72","159","276","75","232","140","22","95","24","0","1","1467"
"1526184000","138","220","95","194","268","82","248","99","42","105","15","1","1","1508"
"1526187600","143","224","86","199","319","100","250","126","27","82","20","0","4","1580"
"1526194800","191","238","78","177","292","104","228","133","35","87","22","0","3","1588"
"1526198400","153","264","118","217","237","83","227","156","47","187","105","4","1","1799"
"1526205600","125","197","80","179","250","58","226","130","39","102","28","1","0","1415"
"1526202000","135","205","106","193","258","84","232","161","45","94","31","0","0","1544"
"1526212800","144","199","68","172","244","65","232","104","37","109","23","3","2","1402"
"1526209200","106","179","69","162","209","61","225","126","40","107","28","0","2","1314"
"1526216400","124","185","65","133","221","44","212","110","25","114","23","1","1","1258"
"1526220000","129","174","60","163","221","45","220","104","27","98","18","1","2","1262"
"1526223600","110","228","54","142","219","35","187","136","29","104","16","1","2","1263"
"1526234400","22","28","18","27","34","5","32","19","5","18","5","1","0","214"
"1526230800","48","64","29","60","71","8","60","34","11","22","8","2","1","418"
"1526227200","82","125","51","98","130","24","101","76","18","49","22","0","3","779"
"1526238000","8","15","8","15","21","4","13","14","2","12","4","0","0","116"
"1526241600","5","13","9","17","6","0","9","12","2","9","1","0","0","83"
"1526252400","72","146","43","142","124","49","130","86","37","44","24","1","1","899"
"1526256000","153","207","61","146","212","74","169","148","42","68","32","0","1","1313"
"1526248800","38","85","41","92","79","23","87","65","31","48","15","2","0","606"
"1526245200","22","57","16","48","25","5","26","61","16","14","16","0","0","306"
"1526259600","165","237","108","222","249","91","217","168","55","88","32","1","3","1636"
"1526263200","129","277","102","225","272","70","217","153","51","98","26","1","0","1621"
"1526270400","155","246","96","217","277","89","260","135","55","105","29","3","2","1669"
"1526274000","146","235","83","189","247","106","251","154","47","120","35","1","1","1615"
"1526266800","164","222","85","222","302","68","232","140","50","99","31","1","1","1617"
"1526277600","140","236","73","201","249","63","230","136","53","127","26","1","2","1537"
"1526281200","165","235","75","194","300","60","282","142","56","129","29","0","2","1669"
"1526284800","183","236","78","231","319","88","250","154","63","79","34","1","1","1717"
"1526292000","138","214","86","211","251","68","236","132","61","111","31","0","5","1544"
"1526288400","153","234","96","241","262","87","222","149","70","107","33","1","0","1655"
"1526295600","154","232","87","200","257","46","226","142","58","96","23","0","4","1525"
"1526299200","130","209","82","209","256","56","241","145","51","110","33","1","4","1527"
"1526302800","133","192","89","224","242","51","223","118","48","106","29","0","3","1458"
"1526306400","107","189","82","202","208","37","193","126","44","91","25","4","0","1308"
"1526313600","43","54","21","45","57","6","29","45","14","16","13","0","0","343"
"1526317200","24","34","13","29","35","4","17","22","10","6","4","0","0","198"
"1526320800","5","15","8","21","6","3","11","4","6","8","0","0","0","87"
"1526310000","97","148","77","131","167","29","149","102","28","72","15","2","2","1019"
"1526324400","5","9","5","19","12","2","4","5","5","2","1","0","0","69"
"1526328000","5","8","3","13","10","1","10","3","0","4","1","0","0","58"
"1526338800","33","70","38","83","72","25","68","47","23","32","10","0","0","501"
"1526342400","72","112","42","100","98","37","98","79","27","39","16","1","0","721"
"1526335200","18","48","26","40","35","14","38","38","9","23","14","0","0","303"
"1526331600","15","18","4","12","15","3","11","10","3","8","3","1","0","103"
"1526346000","80","148","35","82","148","36","121","78","23","56","9","0","0","816"
"1526349600","85","134","47","119","161","30","139","78","27","58","15","0","1","894"
"1526360400","88","141","40","83","138","48","114","84","33","44","14","0","0","827"
"1526353200","85","147","56","141","160","30","143","74","30","50","16","0","1","933"
"1526364000","62","115","43","109","134","46","119","70","37","54","19","1","0","809"
"1526356800","84","129","38","124","162","59","131","89","43","55","15","0","1","930"
"1526367600","79","117","49","105","157","34","117","91","32","45","17","1","1","845"
"1526371200","90","146","37","100","151","49","106","96","28","44","28","0","1","876"
"1526374800","103","120","40","96","138","50","108","92","41","45","22","1","0","856"
"1526382000","79","119","44","110","126","44","116","75","36","51","17","0","0","817"
"1526378400","89","112","44","109","144","42","105","76","33","39","20","3","3","819"
"1526385600","92","119","51","133","156","41","113","49","29","46","12","1","4","846"
"1526389200","83","150","66","99","142","35","115","83","23","55","8","1","0","860"
"1526392800","73","113","49","125","138","26","95","64","25","38","14","1","1","762"
"1526407200","16","32","9","37","41","1","34","19","11","14","4","0","1","219"
"1526396400","65","93","45","89","107","25","81","53","19","33","8","0","0","618"
"1526403600","30","60","25","74","74","5","63","31","20","28","8","0","0","418"
"1526400000","83","135","51","105","155","32","94","81","28","48","25","2","1","840"
"1526410800","17","28","7","24","28","2","16","14","9","8","4","1","0","158"
"1526414400","10","18","5","15","19","1","11","18","1","8","6","0","0","112"
"1526418000","22","47","19","38","27","9","17","32","4","9","9","0","0","233"
"1526421600","52","90","43","80","70","33","94","71","20","44","22","0","0","619"
"1526425200","83","164","61","127","155","50","142","105","39","58","17","1","0","1002"
"1526428800","136","242","71","199","234","65","185","140","70","59","36","0","0","1437"
"1526432400","153","264","105","225","275","61","212","166","51","90","37","0","0","1639"
"1526436000","207","285","96","221","315","73","234","198","56","88","42","2","2","1819"
"1526439600","167","292","108","232","319","89","236","182","50","96","30","1","1","1803"
"1526443200","161","240","75","205","287","96","236","144","59","106","35","1","2","1647"
"1526450400","159","258","94","212","262","64","245","164","73","106","34","3","0","1674"
"1526457600","133","213","92","239","244","73","214","157","84","99","30","1","1","1580"
"1526461200","124","199","87","194","211","70","207","111","82","94","21","2","0","1402"
"1526464800","146","205","86","211","205","68","203","137","83","109","30","1","0","1484"
"1526468400","148","225","81","180","227","55","191","137","61","84","20","1","1","1411"
"1526446800","180","245","90","218","251","92","229","151","63","89","34","0","2","1644"
"1526454000","140","231","80","182","223","74","211","158","76","111","35","0","0","1521"
"1526472000","132","194","76","226","245","56","202","119","59","84","35","1","5","1434"
"1526475600","155","200","72","174","262","62","243","126","46","111","27","1","3","1482"
"1526479200","117","168","85","203","239","40","220","108","55","101","24","1","3","1364"
"1526482800","99","147","71","189","200","34","145","91","53","74","19","1","1","1124"
"1526490000","45","61","29","53","62","12","51","39","15","24","13","1","0","405"
"1526493600","21","36","10","48","45","2","21","9","14","7","3","1","0","217"
"1526486400","68","103","31","100","96","14","96","65","50","61","21","0","3","708"
"1526497200","17","23","5","18","27","1","14","21","1","7","4","0","0","138"
"1526500800","10","14","10","20","13","3","6","5","5","4","2","0","0","92"
"1526504400","19","34","11","31","17","5","22","26","5","14","9","1","0","194"
"1526511600","103","166","61","148","162","61","138","96","40","49","12","1","0","1037"
"1526508000","43","90","48","77","72","40","88","79","17","33","18","0","0","605"
"1526515200","150","204","99","182","262","75","193","116","70","80","21","1","1","1454"
"1526518800","172","268","90","197","292","84","251","151","60","103","35","1","3","1707"
"1526522400","182","252","82","202","307","77","253","145","48","105","32","2","1","1688"
"1526526000","188","266","74","210","293","88","215","145","84","97","32","0","2","1694"
"1526529600","130","240","87","245","285","106","276","141","78","108","26","0","1","1723"
"1526536800","126","221","90","183","224","105","233","142","58","107","20","0","0","1509"
"1526533200","133","219","96","182","253","75","236","130","67","98","24","1","2","1516"
"1526540400","161","270","86","213","287","78","245","168","61","112","36","1","0","1718"
"1526544000","155","241","79","247","291","82","265","172","80","109","31","0","3","1755"
"1526547600","136","208","81","216","256","104","237","137","84","111","25","0","2","1597"
"1526551200","117","201","75","214","225","71","225","127","66","105","23","0","2","1451"
"1526554800","141","216","108","241","246","67","247","118","67","117","24","0","6","1598"
"1526558400","128","203","96","220","248","60","209","120","60","92","32","1","2","1471"
"1526562000","141","196","88","191","261","54","211","124","53","82","24","1","2","1428"
"1526565600","124","194","75","171","261","59","196","140","44","76","25","0","1","1366"
"1526569200","140","167","88","153","203","41","145","111","28","75","24","0","0","1175"
"1526572800","62","122","63","111","108","17","79","84","33","50","17","1","1","748"
"1526580000","24","31","21","28","24","7","16","32","7","8","10","1","0","209"
"1526576400","42","52","18","49","59","10","47","33","16","26","13","1","0","366"
"1526583600","11","14","6","17","22","2","14","9","2","8","2","0","0","107"
"1526587200","15","24","7","15","18","2","11","23","4","7","4","1","0","131"
"1526590800","16","45","10","32","28","8","27","39","2","9","9","0","1","226"
"1526594400","49","92","27","69","83","36","113","78","27","53","15","1","0","643"
"1526601600","122","223","78","182","206","78","205","136","62","88","30","2","0","1412"
"1526598000","105","179","57","130","155","56","149","104","38","57","18","1","0","1049"
"1526605200","118","198","78","168","206","49","185","123","61","84","13","0","1","1284"
"1526608800","133","221","82","153","191","62","179","132","52","85","27","0","1","1318"
"1526612400","139","218","71","156","214","78","236","155","68","112","31","2","1","1481"
"1526616000","125","214","74","156","232","78","201","130","56","82","31","0","1","1380"
"1526623200","137","215","60","176","235","98","231","143","85","100","31","4","1","1516"
"1526619600","122","210","84","198","248","79","251","170","50","100","29","1","4","1546"
"1526626800","169","237","77","180","265","99","233","188","63","85","36","1","0","1633"
"1526630400","150","213","101","232","253","112","241","154","78","85","22","1","1","1643"
"1526634000","144","200","72","205","249","75","238","155","78","81","44","0","2","1543"
"1526641200","137","173","55","185","199","57","204","119","63","83","31","0","3","1309"
"1526644800","125","180","86","173","219","68","180","128","49","64","17","5","2","1296"
"1526648400","114","186","80","166","195","43","191","125","41","91","25","0","3","1260"
"1526637600","119","194","65","179","225","92","202","150","73","92","33","3","2","1429"
"1526652000","104","158","73","158","198","45","178","118","31","85","34","2","2","1186"
"1526655600","102","152","63","156","177","42","172","110","46","88","30","1","1","1140"
"1526659200","77","126","59","111","114","36","87","95","25","48","16","0","0","794"
"1526662800","46","72","26","61","78","7","47","62","18","17","18","1","0","453"
"1526666400","34","37","25","36","43","6","33","35","9","17","6","0","0","281"
"1526670000","13","28","7","19","19","3","19","22","3","12","6","0","0","151"
"1526673600","15","20","10","24","17","2","8","15","3","4","7","1","0","126"
"1526677200","25","50","12","33","34","8","22","44","6","7","10","1","0","252"
"1526684400","64","109","50","86","127","44","151","85","21","68","16","1","3","825"
"1526680800","40","75","30","63","70","24","72","53","15","27","9","0","1","479"
"1526688000","89","168","72","162","187","52","182","99","34","72","15","0","3","1135"
"1526691600","107","185","94","200","203","57","189","107","40","76","26","1","1","1286"
"1526695200","156","218","92","214","272","93","239","123","41","75","28","1","1","1553"
"1526698800","157","236","99","180","266","84","213","156","38","97","29","1","3","1559"
"1526702400","142","236","70","187","249","82","246","131","41","91","27","0","0","1502"
"1526706000","143","239","71","176","284","93","216","146","34","79","25","0","2","1508"
"1526709600","122","229","85","208","262","87","226","147","42","86","32","2","0","1528"
"1526713200","155","230","80","198","280","81","247","168","51","105","20","1","1","1617"
"1526720400","145","208","97","199","248","60","234","132","44","102","25","1","0","1495"
"1526716800","168","225","85","215","303","83","218","133","47","76","32","1","3","1589"
"1526724000","154","255","78","207","278","50","192","152","48","93","18","1","0","1526"
"1526727600","107","207","87","165","200","41","180","120","24","81","30","1","3","1246"
"1526731200","132","209","79","168","221","45","194","139","39","99","31","1","2","1359"
"1526734800","145","221","81","178","226","48","214","137","42","103","26","0","3","1424"
"1526742000","124","190","69","157","250","49","170","107","40","86","17","0","0","1259"
"1526738400","142","161","81","194","228","38","235","124","47","110","29","2","0","1391"
"1526749200","12","12","4","8","11","4","10","9","1","4","3","0","0","78"
"1526745600","12","25","10","28","29","7","30","19","10","16","2","0","0","188"
"1526752800","5","3","3","6","5","1","4","9","1","2","3","0","0","42"
"1526756400","1","6","4","5","3","1","2","1","0","1","1","1","0","26"
"1526763600","1","2","2","4","6","1","3","5","0","0","1","0","0","25"
"1526760000","2","4","1","3","2","0","1","2","1","0","0","0","0","16"
"1526767200","7","5","3","11","15","2","12","6","3","6","3","0","0","73"
"1526770800","12","22","1","8","23","8","28","15","4","4","4","1","0","130"
"1526774400","15","26","8","24","37","12","29","11","8","11","3","0","0","184"
"1526778000","17","35","6","17","34","12","23","16","4","7","2","0","1","174"
"1526781600","18","24","10","22","39","10","38","12","3","12","2","0","1","191"
"1526785200","16","35","8","25","36","11","31","20","4","15","5","0","0","206"
"1526788800","27","37","11","26","41","10","41","32","6","19","4","0","0","254"
"1526792400","21","36","14","46","41","15","48","32","9","24","4","0","0","290"
"1526796000","15","33","12","37","47","15","41","23","11","10","3","0","1","248"
"1526799600","27","42","9","33","46","10","36","24","5","13","4","0","0","249"
"1526806800","26","43","17","43","44","14","46","21","9","22","4","0","0","289"
"1526803200","26","40","10","33","54","22","52","29","13","13","5","0","0","297"
"1526810400","19","31","6","31","42","9","34","24","10","21","4","0","1","232"
"1526814000","19","31","12","33","32","17","46","14","5","25","2","0","0","236"
"1526817600","13","30","12","23","39","7","41","13","7","16","1","0","0","202"
"1526821200","19","27","11","24","37","7","49","17","3","24","4","1","0","223"
"1526828400","18","28","7","28","32","5","34","15","1","25","3","0","0","196"
"1526824800","30","27","5","26","53","13","50","8","1","26","2","0","0","241"
"1526832000","72","128","58","106","116","23","103","83","25","62","18","2","2","798"
"1526835600","28","63","27","64","54","5","55","39","10","31","5","0","0","381"
"1526839200","27","30","14","29","36","5","24","15","7","16","6","1","1","211"
"1526842800","9","14","5","11","11","4","21","13","6","15","2","0","0","111"
"1526846400","7","17","11","29","22","2","10","7","5","3","4","0","0","117"
"1526850000","25","37","11","27","29","11","31","36","7","18","12","0","1","245"
"1526853600","53","94","30","77","68","35","100","69","25","43","13","0","1","608"
"1526857200","81","118","48","123","111","55","116","91","56","59","23","2","1","884"
"1526860800","101","188","46","149","184","64","163","130","52","54","29","1","2","1163"
"1526864400","161","210","84","179","256","70","214","107","45","95","18","0","4","1443"
"1526868000","159","226","86","179","291","66","228","155","38","96","29","0","4","1557"
"1526871600","137","230","108","207","263","75","257","132","50","113","21","0","0","1593"
"1526875200","138","230","93","207","321","103","251","119","42","69","23","1","2","1599"
"1526878800","158","235","80","188","308","103","252","140","35","91","22","0","0","1612"
"1526882400","159","237","75","203","283","95","243","130","47","94","32","0","3","1601"
"1526886000","166","241","98","198","261","77","269","152","56","112","32","0","1","1663"
"1526889600","139","228","85","209","287","94","248","148","52","96","28","1","3","1618"
"1526893200","122","182","96","187","219","65","207","129","50","101","27","0","2","1387"
"1526896800","139","183","80","174","221","79","213","132","46","106","28","0","0","1401"
"1526900400","126","203","90","211","202","63","212","146","56","72","42","1","5","1429"
"1526904000","134","201","78","142","216","52","260","151","38","83","72","2","4","1433"
"1526907600","100","180","85","147","212","56","219","124","28","101","31","0","1","1284"
"1526914800","59","112","63","133","143","35","129","59","30","58","11","1","1","834"
"1526911200","100","153","46","148","205","29","186","97","32","98","19","0","0","1113"
"1526918400","64","92","34","64","85","20","80","74","16","48","15","2","0","594"
"1526922000","32","45","10","34","62","8","63","30","10","26","6","0","0","326"
"1526925600","23","27","12","28","36","7","33","12","10","26","3","0","0","217"
"1526929200","15","14","5","13","18","2","17","8","2","12","5","0","0","111"
"1526932800","9","19","7","11","15","4","8","13","3","4","1","0","0","94"
"1526936400","14","25","9","19","19","3","20","19","4","10","4","0","0","146"
"1526940000","55","81","36","68","64","23","72","60","16","36","16","1","0","528"
"1526943600","58","120","44","103","90","50","94","62","30","44","13","1","1","710"
"1526947200","109","158","58","148","167","46","152","112","57","59","28","0","1","1095"
"1526950800","115","225","71","139","185","66","192","159","41","88","22","1","3","1307"
"1526958000","124","208","86","213","262","66","190","111","39","76","14","1","2","1392"
"1526954400","136","225","75","193","244","64","198","130","44","85","28","1","4","1427"
"1526961600","117","204","58","209","277","82","207","113","57","74","19","0","2","1419"
"1526965200","133","220","94","238","282","85","204","128","51","69","35","0","1","1540"
"1526968800","134","207","248","190","242","90","314","137","49","161","34","3","0","1809"
"1526972400","106","214","85","194","252","74","200","132","55","86","37","1","0","1436"
"1526976000","141","215","86","191","280","87","232","151","43","100","25","0","2","1553"
